,ID,C_Environment,C_Condition,C_Cycle,C_Trial,C_QuestionNum,C_Question,C_Answer,C_AssignedWait,C_Response,C_QPresent,C_StartRT,C_WaitStart,C_WaitTime,C_TrialLength,C_CycleLength,C_Jitter,C_AverageWait,MC_Correct
43,138,1,2,2,43,552,"What is unusual about the ""in God We Trust"" Motto on the U.S. Mint's recent presidential dollar coins?",It's stamped on the coin's edge,16.709,S,41.274,5.835,0.532,0.499,7.384,604.4642951,3.089595493,4.634883721,NA
44,138,1,2,2,44,698,What element is combined with oxygen to make up the mineral quartz?,Silicon,1.277,S,51.792,2.436,0.53,0.462,3.934,604.4642951,2.475917097,4.634883721,NA
45,138,1,2,2,45,52,"Before his ears were cut off in 1990 by a political rival, what nation was ruled by dictator Samuel Doe?",Liberia,6.992,W,58.225,6.091,0.526,6.995,17.619,604.4642951,3.570395681,4.634883721,0
46,138,1,2,2,46,672,What sports term is the shortest word ever to decide the National Spelling Bee?   ,Luge,10.672,S,79.477,6.408,0.526,0.731,8.167,604.4642951,3.262701227,4.634883721,NA
47,138,1,2,2,47,761,"What Washington Wizards All-Star still bears the misplaced ""w"" in his name from a birth certificate typo?",Antawn Jamison ,2.79,S,90.944,3.564,0.52,0.304,4.901,604.4642951,1.225885371,4.634883721,NA
48,138,1,2,2,48,440,What famed TV personality wrote the screenplay for 1968's Planet of the Apes? ,Rod Serling ,19.754,S,97.144,1.844,0.523,0.829,3.7,604.4642951,1.390402586,4.634883721,NA
49,138,1,2,2,49,826,Which animal can go longer without water than a camel can? ,Rat,1.904,W,102.295,5.021,0.529,1.905,11.467,604.4642951,2.578675496,4.634883721,1
50,138,1,2,2,50,574,"What lagoon south of Queens, New York, is named for a local Indian tribe and has nothing to do Caribbean?",Jamaica Bay,8.967,S,116.396,4,0.533,0.331,5.367,604.4642951,3.767354198,4.634883721,NA
51,138,1,2,2,51,595,What name is given to an eagle's nest?   ,Aerie,19.146,K,125.596,3.808,0.526,0.354,5.201,604.4642951,1.406070397,4.634883721,0
52,138,1,2,2,52,434,What European country is named for the dark-looking Dinaric Alps? ,Montenegro,10.85,S,132.23,4.158,0.526,2.059,7.251,604.4642951,1.241380928,4.634883721,NA
53,138,1,2,2,53,280,The United States' first law school for women was named for what cross-dressing Shakespearean character?,Portia ,3.019,W,140.747,4.473,0.527,3.02,12.034,604.4642951,1.074554621,4.634883721,1
54,138,1,2,2,54,654,"What school has the most students over age 25, according to U.S. News & World Report?",University of Phoenix,10.606,W,153.898,3.266,0.535,10.609,18.419,604.4642951,1.315201262,4.634883721,1
55,138,1,2,2,55,20,"According to Norse sagas, who gave Greenland its misleading name in order to attract settlers? ",Eric the Red,5.043,S,173.683,6.178,0.523,1.557,8.768,604.4642951,1.381328538,4.634883721,NA
56,138,1,2,2,56,423,What does an anemometer measure? ,Speed of wind,18.899,W,183.867,4.041,0.525,18.9,27.485,604.4642951,2.950111895,4.634883721,1
57,138,1,2,2,57,480,What imports from a Baja California beach made Gary Drahl a millionaire in late 1975?,Pet Rocks,17.487,S,214.336,4.468,0.531,16.501,22.018,604.4642951,2.609585357,4.634883721,NA
58,138,1,2,2,58,871,What is the only cat that cannot retract its claws? ,Cheetah,8.507,W,239.005,3.96,0.523,8.508,17.001,604.4642951,1.615679729,4.634883721,1
59,138,1,2,2,59,534,What is the only English word with three consecutive double letters?  ,Bookkeeper,0.696,W,257.656,4.293,0.523,0.698,9.517,604.4642951,1.134467242,4.634883721,1
60,138,1,2,2,60,576,"What late American's son, Rich, said in 2005, ""My father's name is synonymous with the word 'asterisk'?",Roger Maris,14.255,S,268.34,7.05,0.534,0.321,8.417,604.4642951,1.446103154,4.634883721,NA
61,138,1,2,2,61,113,"In 1802, John Beckley became the librarian of what collection containing 740 books at the time?",Library of Congress,8.023,W,278.257,4.404,0.53,8.024,16.968,604.4642951,2.276496907,4.634883721,1
62,138,1,2,2,62,807,"When asked to define ""cool,"" what two words did James Brown use? ",James Brown,11.558,K,297.559,3.495,0.522,0.542,5.067,604.4642951,1.966200434,4.634883721,0
63,138,1,2,2,63,658,What singer took his stage name from a Dublin hearing aid billboard?  ,Bono ,1.277,W,304.643,2.723,0.527,1.278,8.533,604.4642951,1.346222492,4.634883721,1
64,138,1,2,2,64,422,What does a screever do on a sidewalk? ,Draw,18.439,W,314.56,3.694,0.523,18.44,26.669,604.4642951,1.8438981,4.634883721,1
65,138,1,2,2,65,602,What New York country club lent its name to the kind of dinner jacket first worn there in 1886?  ,Tuxedo Club ,17.478,S,343.095,3.303,0.531,0.565,4.917,604.4642951,3.703391681,4.634883721,NA
66,138,1,2,2,66,778,What's been released five times a year from January 1999 to fall 2008?,State quarters ,13.694,W,351.763,5.755,0.528,13.696,23.984,604.4642951,2.250377147,4.634883721,1
67,138,1,2,2,67,342,What athlete acted in the movie Old Yeller? ,Chuck Connors,6.32,S,378.031,3.103,0.53,0.262,4.4,604.4642951,1.402099495,4.634883721,NA
68,138,1,2,2,68,925,Who invented condensed milk in 1856? ,"Gail Borden, Jr. ",4.156,S,383.864,1.813,0.521,0.208,3.05,604.4642951,2.229532738,4.634883721,NA
69,138,1,2,2,69,873,What is the only U.S. state that has a pennant-shaped flag instead of a rectangular one?  ,Ohio,0.567,S,389.182,4.032,0.534,0.258,5.334,604.4642951,2.323729885,4.634883721,NA
70,138,1,2,2,70,47,Bauxite ore is mined so it can be processed into what metal?,Aluminum,6.474,S,396.865,3.685,0.532,0.203,4.934,604.4642951,3.026324606,4.634883721,NA
71,138,1,2,2,71,445,What famous philanthropist was the only Treasury secretary ever to serve under three presidents? ,Andrew Mellon,11.558,W,404.866,3.788,0.529,11.559,19.885,604.4642951,3.761564136,4.634883721,1
72,138,1,2,2,72,411,What did popular author J.D. Salinger reveal the first two intials in his name to stand for?  ,Juvenile deliquent,15.736,S,428.568,4.007,0.528,0.257,5.3,604.4642951,1.489817189,4.634883721,NA
73,138,1,2,2,73,409,What did Coleco name its 1983 home computer in the hope that it would take a bite out of Apple's sales?,Adam,1.106,W,435.418,6.476,0.524,1.107,12.118,604.4642951,2.337180308,4.634883721,1
74,138,1,2,2,74,810,Where did Bob Dylan first play in public? ,"Gaslight Cafí©, Greenwich Village",18.533,S,449.903,2.319,0.531,0.517,3.883,604.4642951,1.064972361,4.634883721,NA
75,138,1,2,2,75,718,What was developed thanks to Christian Hulsmeyer's 1904 invention of the telemobiloscope?  ,Radar,9.192,S,454.886,1.4,0.533,1.563,4,604.4642951,3.382791522,4.634883721,NA
76,138,1,2,2,76,137,"In Europe, but not the U.S., what are measured in ""Paris Points""?",Shoe sizes,10.813,W,462.303,4.455,0.528,10.814,19.801,604.4642951,2.978384914,4.634883721,1
77,138,1,2,2,77,38,A umiak is a larger version of what? ,Kayak,19.464,W,485.122,2.437,0.53,19.466,26.435,604.4642951,1.751497741,4.634883721,1
78,138,1,2,2,78,863,Which European country was the first to produce decaffeinated coffee? ,Germany,0.567,W,513.341,3.338,0.528,0.569,8.45,604.4642951,1.647586169,4.634883721,1
79,138,1,2,2,79,753,What was the only children's story ever published by James Bond creator Ian Fleming? ,Chitty Chitty Bang Bang ,5.952,S,523.475,5.716,0.534,1.955,8.717,604.4642951,1.72188215,4.634883721,NA
80,138,1,2,2,80,642,What restaurant chain was the brainchild of Atari founder Nolan Bushnell? ,Chuck E. Cheese's,12.39,W,533.942,3.321,0.53,12.393,20.251,604.4642951,3.284839665,4.634883721,1
81,138,1,2,2,81,499,"What is believed to have received its name from the Portuguese word for ""simpleton""? ",The dodo,2.449,W,557.527,3.736,0.53,2.45,10.734,604.4642951,1.928167373,4.634883721,1
82,138,1,2,2,82,335,"What are you trying to remember if you use the mnemonic ""HOMES""?  ",The names of the Great Lakes ,9.987,W,570.228,4.364,0.52,9.988,18.884,604.4642951,1.953301132,4.634883721,1
83,138,1,2,2,83,799,What's the only stock from the original Dow Jones Industrial Average that's still used in computing the index?,General Electric ,7.414,S,591.096,3.255,0.528,1.647,5.933,604.4642951,2.83703166,4.634883721,NA
84,138,1,2,2,84,190,"Of all the countries named for a person, which country is named for the person who lived most recently?",Bolivia,18.525,NA,599.93,NA,NA,NA,NA,604.4642951,2.805781138,4.634883721,NA
85,138,2,2,3,85,824,"Which accidentally invented household items were first marketed as ""friction lights""? ",Matches,28.403,S,0.023,6.217,0.533,1.883,9.151,607.3084431,2.978434448,6.938684211,NA
86,138,2,2,3,86,714,What unorthodox scientific belief was championed by the Universal Zetetic Society?,A flat Earth,0.694,W,12.191,3.106,0.528,0.695,8.334,607.3084431,3.789750623,6.938684211,1
87,138,2,2,3,87,24,"According to Thomas Malory, Sir Bedivere's last knightly act was to return what to a lake?",Excalibur,6.395,S,24.342,4.082,0.534,0.234,5.367,607.3084431,1.230826899,6.938684211,NA
88,138,2,2,3,88,298,"Until 1790, what was known as Jenkins Hill? ",Capitol Hill,11.173,S,30.975,2.489,0.529,0.103,3.634,607.3084431,1.569417509,6.938684211,NA
89,138,2,2,3,89,164,"In what state was the U.S.'s first ""Adopt-a-Highway"" program started?",Texas,7.661,S,36.242,3.71,0.523,0.061,4.801,607.3084431,1.049315343,6.938684211,NA
90,138,2,2,3,90,203,"One in every 2,000 babies is born with what? ",Teeth,18.928,W,42.16,3.153,0.53,18.93,26.618,607.3084431,3.248344716,6.938684211,0
91,138,2,2,3,91,795,What's the only country to have hosted a Summer Olympics in which it didn't win a single medal?   ,Canada,80.243,S,72.061,4.339,0.528,21.112,26.485,607.3084431,1.99885544,6.938684211,NA
92,138,2,2,3,92,397,What country borders both of the world's only two nations with square flags? ,Italy ,0.2,W,100.58,5.941,0.526,0.201,10.684,607.3084431,2.748031957,6.938684211,1
93,138,2,2,3,93,284,"The word serendipity comes from Serendip, the Persian name for what island? ",Sri Lanka,55.932,S,114.048,3.018,0.533,0.307,4.367,607.3084431,1.09221055,6.938684211,NA
94,138,2,2,3,94,87,Har Gobind Khorana won the 1968 Nobel Prize for Medicine for research into what?,Genetics,3.185,W,119.531,3.598,0.52,3.187,11.317,607.3084431,2.118121969,6.938684211,1
95,138,2,2,3,95,649,"What road, which names a 2002 film, divides Wayne County from affluent Oakland and Maycomb Counties?",8 Mile Road ,0.733,W,132.999,6.234,0.533,0.734,11.517,607.3084431,3.1420172,6.938684211,1
96,138,2,2,3,96,671,"What sport used the term ""home run"" long before baseball?  ",Cricket,17.286,W,147.7,3.845,0.522,17.287,25.669,607.3084431,3.672581547,6.938684211,1
97,138,2,2,3,97,893,Which space shuttle is named for the ship on which Robert Scott first sailed to Antarctica? ,The Discovery,35.979,S,177.069,3.892,0.524,0.228,5.15,607.3084431,2.872396012,6.938684211,NA
98,138,2,2,3,98,289,"Thimpu, the capital of Bhutan, is known for being the only world capital without any what?",Traffic lights,7.808,W,185.153,6.833,0.534,7.809,19.185,607.3084431,1.483808241,6.938684211,1
99,138,2,2,3,99,969,Who was the only U.S. president to also hold a patent for an invention?,Abraham Lincoln,0.38,W,205.854,3.155,0.528,0.382,8.067,607.3084431,3.021868064,6.938684211,1
100,138,2,2,3,100,821,Where would you find the countries of Qumar and Equatorial Kundu? ,On TV's The West Wing ,11.942,S,216.971,3.198,0.535,0.081,4.317,607.3084431,2.354089325,6.938684211,NA
101,138,2,2,3,101,903,"Which Yellowstone geyser, with eruptions 100 fee taller than Old Faithful's, is the world's tallest?",Steamboat Geyser,12.694,S,223.705,7.265,0.519,0.409,8.701,607.3084431,2.948142875,6.938684211,NA
102,138,2,2,3,102,731,What was the first American novel to sell one million copies? ,Uncle Tom's Cabin ,0.219,W,235.389,2.652,0.531,0.221,7.417,607.3084431,2.237583056,6.938684211,1
103,138,2,2,3,103,292,"Though the rest of him lies in Westminster Abbey, what writer's heart is buried near his native Dorchester?",Thomas Hardy,4.737,S,245.073,5.768,0.533,0.468,7.284,607.3084431,1.786078182,6.938684211,NA
104,138,2,2,3,104,917,Who did Pope Gregory VII leave in the snow outside of his castle gates for three full days?  ,Holy Roman Emperor Henry IV ,73.228,S,254.207,2.811,0.523,0.229,4.067,607.3084431,3.099770031,6.938684211,NA
105,138,2,2,3,105,403,What craylola color became 'midnight blue' in 1985 to remove an out-of-date geographical term? ,Prussian Blue ,6.6,W,261.425,4.385,0.531,6.601,15.534,607.3084431,2.573602455,6.938684211,1
106,138,2,2,3,106,957,Who was sent to the electric chair on the testimony of her brother David Greenglass?,Ether Rosenberg ,19.421,W,279.559,4.371,0.53,19.423,28.335,607.3084431,1.443823624,6.938684211,0
107,138,2,2,3,107,733,What was the first CD pressed for commerical release in the U.S.?,Bruce Springsteen's Born in the USA ,50.291,S,309.361,2.601,0.533,37.971,41.62,607.3084431,1.422685225,6.938684211,NA
108,138,2,2,3,108,192,"Of the world's seven most populous islands, what's the only one not in Asia? ",Great Britain,1.109,W,352.431,5.524,0.527,1.111,11.167,607.3084431,2.306915505,6.938684211,0
109,138,2,2,3,109,744,What was the magical original name of the online bookstore that changed its name in 1995 to Amazon.com?,Cadabra.com ,8.797,W,365.949,5.982,0.535,8.799,19.317,607.3084431,1.346880895,6.938684211,0
110,138,2,2,3,110,364,"What bulb vegetable is traditionally worn on Saint David's Day, as it is a national symbol of Wales?",The Leek ,16.592,S,386.65,6.337,0.531,3.509,10.884,607.3084431,1.638503253,6.938684211,NA
111,138,2,2,3,111,556,What islands are home to most of the world's blue-footed boobies? ,The Galapagos Islands ,1.52,S,399.201,5.738,0.529,0.511,7.284,607.3084431,3.400058347,6.938684211,NA
112,138,2,2,3,112,526,What is the name of the ship that carried Captain Cook to Australia?  ,Endeavour ,32.829,S,409.918,3.253,0.531,0.213,4.501,607.3084431,1.212653312,6.938684211,NA
113,138,2,2,3,113,39,"Anciently, what was the job description of a ""hierodule""?",Temple Prostitute,51.476,S,415.702,3.541,0.526,45.547,50.12,607.3084431,2.445549904,6.938684211,NA
114,138,2,2,3,114,431,What English dynasty collapsed in the Wars of the Roses?  ,The Plantagenets,5.888,S,468.339,2.8,0.533,0.379,4.217,607.3084431,3.415103833,6.938684211,NA
115,138,2,2,3,115,306,What 1980 film is named for the legendary square-shaped capital of Kublai Khan? ,Xanadu ,24.729,S,476.006,2.949,0.534,0.241,4.234,607.3084431,1.044561378,6.938684211,NA
116,138,2,2,3,116,927,Who is Jason Schwartzman's famous mother?  ,Talia Shire ,0.802,S,481.34,1.623,0.527,0.185,2.85,607.3084431,1.451721531,6.938684211,NA
117,138,2,2,3,117,216,"Shakespeare mentioned his wife only once in his will, making her the odd bequest of his ""second best"" what? ",Bed ,1.702,W,485.673,3.274,0.526,1.703,9.517,607.3084431,1.420526066,6.938684211,1
118,138,2,2,3,118,461,What game was created by French mathematician Blaise Pascal when he was experimenting with perpetual motion? ,Roulette,43.923,W,496.641,4.411,0.523,43.924,52.87,607.3084431,3.472259348,6.938684211,1
119,138,2,2,3,119,34,Alan Shepard was scheduled to command the ill-fated Apollo 13 before switching missions with what astronaut?,Jim Lovell,6.455,S,553.011,5.12,0.53,0.55,6.717,607.3084431,3.220525184,6.938684211,NA
120,138,2,2,3,120,850,Which chess piece was originally called 'the elephant'? ,The bishop,16.592,W,562.979,2.025,0.526,16.594,23.151,607.3084431,2.175834334,6.938684211,1
121,138,2,2,3,121,288,"The world's smallest park, measuring two feet in diameter, is located in what U.S. state? ",Oregon ,7.436,S,588.331,3.697,0.52,0.736,5.467,607.3084431,2.240891026,6.938684211,NA
122,138,2,2,3,122,751,"What was the one question Sigmund Freud said he was unable to answer, despite 30 years of research?",What do women want? ,1.109,W,596.081,3.082,0.535,1.112,8.734,607.3084431,2.459817731,6.938684211,1
123,138,1,2,4,123,6,Project Kansas was the name for the top secret 1985 attempt to revamp what product?,Coca-Cola,12.744,W,0.035,4.028,0.522,12.746,21.302,611.7245049,2.023667737,5.268159091,1
124,138,1,2,4,124,497,What is an esker? ,A glacial ridge,15.081,S,23.386,2.443,0.524,7.14,10.618,611.7245049,2.890698328,5.268159091,NA
125,138,1,2,4,125,498,What is an osier?,A willow twig ,1.715,W,36.92,1.557,0.526,1.717,7.817,611.7245049,2.14833307,5.268159091,0
126,138,1,2,4,126,492,What is a female donkey called?,A jenny ,4.806,W,46.921,2.396,0.52,4.807,11.734,611.7245049,2.091815166,5.268159091,1
127,138,1,2,4,127,300,"Venetian painter Jacopo Robusti was better known by what name, because he was the son of a cloth dyer?",Tintoretto,18.067,S,60.772,6.306,0.529,0.455,7.801,611.7245049,3.101736197,5.268159091,NA
128,138,1,2,4,128,844,"Which British novelist said, ""Fame is a powerful aphrodisiac""?",Graham Greene,14.895,S,71.74,3.738,0.529,0.295,5.067,611.7245049,3.256985371,5.268159091,NA
129,138,1,2,4,129,496,What is an adit?  ,A mine shaft passage,2.179,W,80.09,1.532,0.536,2.181,8.251,611.7245049,2.782151851,5.268159091,0
130,138,1,2,4,130,894,Which species of snake gives birth to its young instead of laying eggs?  ,Anaconda,10.948,W,91.175,3.575,0.525,10.949,19.051,611.7245049,2.062715204,5.268159091,1
131,138,1,2,4,131,967,Who was the only person to be nearby at three different presidential assassinations? ,Robert Lincoln ,8.416,W,112.326,4.664,0.519,8.417,17.617,611.7245049,1.1187639,5.268159091,1
132,138,1,2,4,132,987,"Whose epitaph read in part, ""Here lies one whose name was writ in water?  ",John Keats ,16.294,S,131.094,4.344,0.523,0.317,5.701,611.7245049,3.347707092,5.268159091,NA
133,138,1,2,4,133,250,The fictional nation of Brobdingnag from Gulliver's Travels is presumed to be where?,Near Alaska,8.967,S,140.194,4.18,0.521,0.239,5.451,611.7245049,1.899326926,5.268159091,NA
134,138,1,2,4,134,465,What grapefruit-sized object has been reckoned to be the largest single cell on earth? ,An ostrich egg yolk ,19.157,S,147.578,0.068,0.532,2.292,3.4,611.7245049,2.179423475,5.268159091,NA
135,138,1,2,4,135,728,What was the 11th-century Spanish military leader Rodrigo Diaz de Vivar better known as?  ,El Cid ,1.881,S,153.195,2.283,0.534,0.002,3.334,611.7245049,3.906208042,5.268159091,NA
136,138,1,2,4,136,484,What instrument was invented to sound like a human singing? ,Violin,13.507,W,160.462,2.608,0.526,13.508,20.651,611.7245049,1.481321004,5.268159091,1
137,138,1,2,4,137,829,"Which animal has tubular shaped eyeballs, which therefore cannot move?  ",Owl,11.364,W,182.631,3.831,0.535,11.365,19.734,611.7245049,3.941172512,5.268159091,1
138,138,1,2,4,138,223,"Student protests in which capital city inspired John Lennon's song  ""Revolution""? ",Paris,18.794,S,206.349,4.802,0.532,0.284,6.134,611.7245049,3.134853215,5.268159091,NA
139,138,1,2,4,139,853,Which Constitutional Amendment deals with income tax? ,Sixteenth,4.061,S,215.65,5.061,0.523,0.269,6.367,611.7245049,1.805097488,5.268159091,NA
140,138,1,2,4,140,221,"Starfish belong to what animal phylum, whose name means ""spiny skin""? ",Echinoderms,9.015,S,223.851,0.164,0.536,0.856,2.066,611.7245049,3.790872105,5.268159091,NA
141,138,1,2,4,141,542,What is the only type of lizard that has a voice? ,Gecko,11.418,W,229.734,2.721,0.529,11.419,18.685,611.7245049,3.417353944,5.268159091,1
142,138,1,2,4,142,433,What EU nation was once led by a president and a prime minister who were identical twins? ,Poland,1.907,S,251.869,3.874,0.526,0.121,5.034,611.7245049,1.973636957,5.268159091,NA
143,138,1,2,4,143,896,Which tree produces conkers? ,Horse chestnut tree ,8.329,S,258.902,3.184,0.533,0.3,4.534,611.7245049,2.634717847,5.268159091,NA
144,138,1,2,4,144,890,Which popular treat was invented by an 11-year-old in California? ,The popsicle,15.081,W,266.103,2.656,0.528,15.083,22.285,611.7245049,1.456223099,5.268159091,1
145,138,1,2,4,145,208,"Pink Floyd's ""Chapter 24"" was inspired by what literary work?",The I Ching,0.567,S,289.871,2.776,0.525,0.059,3.867,611.7245049,2.011084318,5.268159091,NA
